source_path,start_frame,end_frame,new_name
./pose_data_g1/CMU/80/80_57_poses.npy,298,498,004121.npy
./pose_data_g1/Eyes_Japan_Dataset/aita/pose-07-pray_cross-aita_poses.npy,26,226,004122.npy
./pose_data_g1/CMU/55/55_03_poses.npy,25,225,004123.npy
./pose_data_g1/CMU/83/83_35_poses.npy,0,175,004124.npy
./pose_data_g1/CMU/18_19_rory/18_11_poses.npy,24,224,004125.npy
./pose_data_g1/KIT/1747/displace_from_left_to_right_33_poses.npy,0,85,004126.npy
./pose_data_g1/humanact12/humanact12/P12G02R01F1809T1882A0901.npy,0,-1,004127.npy
./pose_data_g1/MPI_HDM05/dg/HDM_dg_07-01_01_120_poses.npy,158,358,004128.npy
./pose_data_g1/humanact12/humanact12/P06G01R02F1374T1602A0301.npy,0,-1,004129.npy
./pose_data_g1/MPI_HDM05/bk/HDM_bk_04-01_02_120_poses.npy,1524,1724,004130.npy
./pose_data_g1/KIT/572/golf_putting03_poses.npy,0,111,004131.npy
./pose_data_g1/TotalCapture/s4/walking2_poses.npy,13,213,004132.npy
./pose_data_g1/KIT/167/downstairs04_poses.npy,0,120,004133.npy
./pose_data_g1/humanact12/humanact12/P02G01R04F1240T1388A0102.npy,0,-1,004134.npy
./pose_data_g1/CMU/32/32_03_poses.npy,103,303,004135.npy
./pose_data_g1/HumanEva/S3/Box_1_poses.npy,271,454,004136.npy
./pose_data_g1/MPI_HDM05/dg/HDM_dg_01-04_01_120_poses.npy,138,338,004137.npy
./pose_data_g1/BMLmovi/Subject_69_F_MoSh/Subject_69_F_12_poses.npy,0,75,004138.npy
./pose_data_g1/KIT/3/kneel_down_to_crawl06_poses.npy,0,112,004139.npy
./pose_data_g1/Eyes_Japan_Dataset/kanno/gesture_etc-41-mosh-kanno_poses.npy,27,227,004140.npy
./pose_data_g1/CMU/143/143_31_poses.npy,0,141,004141.npy
./pose_data_g1/CMU/79/79_73_poses.npy,98,296,004142.npy
./pose_data_g1/CMU/77/77_21_poses.npy,18,218,004143.npy
./pose_data_g1/KIT/167/bend_right06_poses.npy,0,137,004144.npy
./pose_data_g1/KIT/1721/RecoveryStepping_30_120_01_poses.npy,0,109,004145.npy
./pose_data_g1/KIT/205/turn_left07_poses.npy,0,116,004146.npy
./pose_data_g1/EKUT/300/PushStandTrans_04_poses.npy,0,85,004147.npy
./pose_data_g1/Eyes_Japan_Dataset/hamada/throw_toss-19-pass_to_front_light-hamada_poses.npy,25,225,004148.npy
./pose_data_g1/KIT/1721/RecoveryStepping_50_90_02_poses.npy,0,71,004149.npy
./pose_data_g1/Eyes_Japan_Dataset/takiguchi/walk-11-baggage_on_the_head-takiguchi_poses.npy,280,440,004150.npy
./pose_data_g1/KIT/3/wave_right02_poses.npy,0,81,004151.npy
./pose_data_g1/KIT/576/MarcusS_AdrianM12_poses.npy,2323,2523,004152.npy
./pose_data_g1/Eyes_Japan_Dataset/shiono/turn-01-call-shiono_poses.npy,23,223,004153.npy
./pose_data_g1/KIT/969/Trial_33_poses.npy,21,221,004154.npy
./pose_data_g1/CMU/83/83_47_poses.npy,0,104,004155.npy
./pose_data_g1/CMU/91/91_23_poses.npy,124,324,004156.npy
./pose_data_g1/BMLmovi/Subject_64_F_MoSh/Subject_64_F_7_poses.npy,0,76,004157.npy
./pose_data_g1/KIT/675/walk_with_handrail_beam_left04_poses.npy,0,98,004158.npy
./pose_data_g1/CMU/90/90_05_poses.npy,0,86,004159.npy
./pose_data_g1/KIT/572/wipe_circular_left05_poses.npy,0,100,004160.npy
./pose_data_g1/humanact12/humanact12/P01G01R01F1114T1267A0501.npy,0,-1,004161.npy
./pose_data_g1/KIT/183/walking_medium02_poses.npy,0,112,004162.npy
./pose_data_g1/CMU/54/54_09_poses.npy,29,229,004163.npy
./pose_data_g1/KIT/965/Experiment3a_02_poses.npy,8,208,004164.npy
./pose_data_g1/CMU/36/36_24_poses.npy,236,436,004165.npy
./pose_data_g1/CMU/54/54_15_poses.npy,19,219,004166.npy
./pose_data_g1/humanact12/humanact12/P10G01R03F0118T0184A0601.npy,0,-1,004167.npy
./pose_data_g1/KIT/348/bend_left02_poses.npy,0,111,004168.npy
./pose_data_g1/BMLmovi/Subject_17_F_MoSh/Subject_17_F_20_poses.npy,0,69,004169.npy
./pose_data_g1/humanact12/humanact12/P03G02R02F1131T1286A1002.npy,0,-1,004170.npy
./pose_data_g1/Eyes_Japan_Dataset/yamaoka/tennis-04-forehand_slice-yamaoka_poses.npy,121,320,004171.npy
./pose_data_g1/Eyes_Japan_Dataset/kudo/gesture_etc-50-syuriken-kudo_poses.npy,339,508,004172.npy
./pose_data_g1/KIT/348/run01_poses.npy,0,23,004173.npy
./pose_data_g1/CMU/10/10_04_poses.npy,0,92,004174.npy
./pose_data_g1/CMU/136/136_02_poses.npy,0,144,004175.npy
./pose_data_g1/KIT/551/knife03_poses.npy,0,79,004176.npy
./pose_data_g1/humanact12/humanact12/P01G01R02F1227T1302A0103.npy,0,-1,004177.npy
./pose_data_g1/CMU/79/79_43_poses.npy,11,211,004178.npy
./pose_data_g1/KIT/317/walking_fast08_poses.npy,0,87,004179.npy
./pose_data_g1/CMU/49/49_18_poses.npy,0,184,004180.npy
./pose_data_g1/KIT/348/go_over_beam05_poses.npy,0,85,004181.npy
./pose_data_g1/KIT/9/step_over_gap01_poses.npy,0,117,004182.npy
./pose_data_g1/BioMotionLab_NTroje/rub090/0008_normal_walk4_poses.npy,0,79,004183.npy
./pose_data_g1/Eyes_Japan_Dataset/kaiwa/pain-03-toothache-kaiwa_poses.npy,3,203,004184.npy
./pose_data_g1/BMLmovi/Subject_75_F_MoSh/Subject_75_F_5_poses.npy,0,154,004185.npy
./pose_data_g1/Eyes_Japan_Dataset/kudo/sitdown_standup-16-reseat-kudo_poses.npy,374,508,004186.npy
./pose_data_g1/ACCAD/MartialArtsWalksTurns_c3d/E14_-_block_right_low_poses.npy,0,59,004187.npy
./pose_data_g1/KIT/675/wash_right_arm_05_poses.npy,395,595,004188.npy
./pose_data_g1/humanact12/humanact12/P01G01R03F0216T0292A0301.npy,0,-1,004189.npy
./pose_data_g1/Eyes_Japan_Dataset/kaiwa/jump-11-warmup-kaiwa_poses.npy,5,205,004190.npy
./pose_data_g1/KIT/9/bend_left08_poses.npy,0,105,004191.npy
./pose_data_g1/MPI_HDM05/mm/HDM_mm_02-02_02_120_poses.npy,877,1077,004192.npy
./pose_data_g1/BMLmovi/Subject_16_F_MoSh/Subject_16_F_19_poses.npy,0,72,004193.npy
./pose_data_g1/EKUT/300/PushBK_06_poses.npy,0,51,004194.npy
./pose_data_g1/KIT/378/push_recovery_stand_front04_poses.npy,0,67,004195.npy
./pose_data_g1/KIT/4/WalkingStraightForward07_poses.npy,0,116,004196.npy
./pose_data_g1/CMU/143/143_39_poses.npy,10,210,004197.npy
./pose_data_g1/BMLmovi/Subject_8_F_MoSh/Subject_8_F_9_poses.npy,0,88,004198.npy
./pose_data_g1/CMU/105/105_09_poses.npy,590,790,004199.npy
./pose_data_g1/Eyes_Japan_Dataset/ichige/sitdown_standup-11-one_knee_drawn_up-ichige_poses.npy,10,210,004200.npy
./pose_data_g1/KIT/551/drink04_poses.npy,22,222,004201.npy
./pose_data_g1/BMLmovi/Subject_28_F_MoSh/Subject_28_F_9_poses.npy,0,57,004202.npy
./pose_data_g1/KIT/424/upstairs_downstairs01_poses.npy,26,218,004203.npy
./pose_data_g1/BMLmovi/Subject_43_F_MoSh/Subject_43_F_9_poses.npy,0,116,004204.npy
./pose_data_g1/KIT/572/dance_chacha06_poses.npy,1,201,004205.npy
./pose_data_g1/CMU/133/133_09_poses.npy,74,274,004206.npy
./pose_data_g1/KIT/3/slope_up09_poses.npy,0,102,004207.npy
./pose_data_g1/MPI_HDM05/tr/HDM_tr_01-03_04_120_poses.npy,94,294,004208.npy
./pose_data_g1/MPI_HDM05/bk/HDM_bk_05-03_03_120_poses.npy,402,552,004209.npy
./pose_data_g1/BMLmovi/Subject_69_F_MoSh/Subject_69_F_20_poses.npy,0,200,004210.npy
./pose_data_g1/KIT/1297/wipe14_poses.npy,153,353,004211.npy
./pose_data_g1/Eyes_Japan_Dataset/kanno/jump-13-matrix-kanno_poses.npy,23,223,004212.npy
./pose_data_g1/CMU/144/144_01_poses.npy,149,349,004213.npy
./pose_data_g1/CMU/144/144_27_poses.npy,121,321,004214.npy
./pose_data_g1/CMU/35/35_09_poses.npy,0,64,004215.npy
./pose_data_g1/CMU/22_23_Rory/22_10_poses.npy,0,87,004216.npy
./pose_data_g1/BMLmovi/Subject_33_F_MoSh/Subject_33_F_15_poses.npy,0,73,004217.npy
./pose_data_g1/Eyes_Japan_Dataset/kudo/gesture_etc-23-mobile_call-kudo_poses.npy,21,221,004218.npy
./pose_data_g1/KIT/9/WalkInClockwiseCircle06_poses.npy,0,167,004219.npy
./pose_data_g1/KIT/572/guitar_right11_poses.npy,0,169,004220.npy
./pose_data_g1/KIT/572/wave_both08_poses.npy,0,180,004221.npy
./pose_data_g1/TotalCapture/s1/walking1_poses.npy,644,844,004222.npy
./pose_data_g1/humanact12/humanact12/P04G03R03F1201T1243A1103.npy,0,-1,004223.npy
./pose_data_g1/CMU/120/120_20_poses.npy,421,621,004224.npy
./pose_data_g1/KIT/912/912_3_03_poses.npy,4,204,004225.npy
./pose_data_g1/KIT/1346/Experiment3_subject1346_wash_back_position_horizontal_01_poses.npy,226,426,004226.npy
./pose_data_g1/CMU/86/86_10_poses.npy,905,1105,004227.npy
./pose_data_g1/Eyes_Japan_Dataset/hamada/accident-01-dodge-hamada_poses.npy,16,216,004228.npy
./pose_data_g1/DFaust_67/50004/50004_shake_arms_poses.npy,0,84,004229.npy
./pose_data_g1/BMLmovi/Subject_40_F_MoSh/Subject_40_F_19_poses.npy,0,151,004230.npy
./pose_data_g1/KIT/969/Trial_79_poses.npy,25,225,004231.npy
./pose_data_g1/BMLmovi/Subject_52_F_MoSh/Subject_52_F_9_poses.npy,14,214,004232.npy
./pose_data_g1/KIT/317/walking_fast09_poses.npy,0,101,004233.npy
./pose_data_g1/KIT/1229/hand_to_mouth_left_arm_03_poses.npy,0,66,004234.npy
./pose_data_g1/KIT/551/drink03_poses.npy,0,141,004235.npy
./pose_data_g1/KIT/183/walking_fast09_poses.npy,0,96,004236.npy
./pose_data_g1/CMU/137/137_23_poses.npy,20,220,004237.npy
./pose_data_g1/Eyes_Japan_Dataset/aita/greeting-07-bow-aita_poses.npy,22,222,004238.npy
./pose_data_g1/SFU/0007/0007_Cartwheel001_poses.npy,161,352,004239.npy
./pose_data_g1/TotalCapture/s2/acting3_poses.npy,891,1091,004240.npy
./pose_data_g1/ACCAD/Male2MartialArtsPunches_c3d/E7_-_uppercut_left_poses.npy,0,52,004241.npy
./pose_data_g1/CMU/143/143_12_poses.npy,0,197,004242.npy
./pose_data_g1/CMU/01/01_10_poses.npy,25,225,004243.npy
./pose_data_g1/CMU/13/13_16_poses.npy,26,226,004244.npy
./pose_data_g1/EKUT/234/Tpose_poses.npy,0,45,004245.npy
./pose_data_g1/Eyes_Japan_Dataset/hamada/walk-02-drank-hamada_poses.npy,266,420,004246.npy
./pose_data_g1/CMU/102/102_22_poses.npy,0,41,004247.npy
./pose_data_g1/KIT/12/RightTurn02_poses.npy,0,185,004248.npy
./pose_data_g1/BMLmovi/Subject_42_F_MoSh/Subject_42_F_1_poses.npy,0,196,004249.npy
./pose_data_g1/humanact12/humanact12/P03G01R04F0183T0233A0502.npy,0,-1,004250.npy
./pose_data_g1/KIT/359/bend_right04_poses.npy,0,82,004251.npy
./pose_data_g1/BMLmovi/Subject_25_F_MoSh/Subject_25_F_3_poses.npy,0,73,004252.npy
./pose_data_g1/CMU/79/79_06_poses.npy,0,197,004253.npy
./pose_data_g1/KIT/425/walking_11_poses.npy,0,137,004254.npy
./pose_data_g1/MPI_HDM05/tr/HDM_tr_02-02_02_120_poses.npy,307,507,004255.npy
./pose_data_g1/humanact12/humanact12/P02G01R02F1176T1238A0602.npy,0,-1,004256.npy
./pose_data_g1/KIT/969/Trial_10_poses.npy,155,306,004257.npy
./pose_data_g1/EKUT/300/PushBK_07_poses.npy,0,46,004258.npy
./pose_data_g1/CMU/64/64_08_poses.npy,0,61,004259.npy
./pose_data_g1/humanact12/humanact12/P08G03R04F0799T0832A1102.npy,0,-1,004260.npy
./pose_data_g1/BMLmovi/Subject_31_F_MoSh/Subject_31_F_10_poses.npy,0,123,004261.npy
./pose_data_g1/CMU/36/36_12_poses.npy,75,275,004262.npy
./pose_data_g1/BMLmovi/Subject_88_F_MoSh/Subject_88_F_2_poses.npy,0,120,004263.npy
./pose_data_g1/CMU/141/141_28_poses.npy,0,119,004264.npy
./pose_data_g1/humanact12/humanact12/P10G01R02F0132T0187A0401.npy,0,-1,004265.npy
./pose_data_g1/KIT/183/bend_left04_poses.npy,0,100,004266.npy
./pose_data_g1/SFU/0017/0017_RunningOnBench002_poses.npy,301,445,004267.npy
./pose_data_g1/KIT/969/Trial_05_poses.npy,245,445,004268.npy
./pose_data_g1/KIT/675/wash_left_arm_03_poses.npy,703,903,004269.npy
./pose_data_g1/KIT/883/wipe_head_bigcircle02_poses.npy,16,216,004270.npy
./pose_data_g1/KIT/513/kick04_poses.npy,0,115,004271.npy
./pose_data_g1/BioMotionLab_NTroje/rub032/0001_treadmill_fast_poses.npy,87,287,004272.npy
./pose_data_g1/BMLmovi/Subject_84_F_MoSh/Subject_84_F_5_poses.npy,0,176,004273.npy
./pose_data_g1/Eyes_Japan_Dataset/hamada/gesture_etc-35-west_side-hamada_poses.npy,206,406,004274.npy
./pose_data_g1/CMU/55/55_08_poses.npy,29,229,004275.npy
./pose_data_g1/KIT/1346/Experiment3a_subject1346_back_02_poses.npy,357,557,004276.npy
./pose_data_g1/CMU/106/106_19_poses.npy,175,375,004277.npy
./pose_data_g1/KIT/513/slope_up07_poses.npy,0,132,004278.npy
./pose_data_g1/KIT/675/walk_with_table_right05_poses.npy,0,153,004279.npy
./pose_data_g1/CMU/30/30_06_poses.npy,5,205,004280.npy
./pose_data_g1/Eyes_Japan_Dataset/kawaguchi/pose-03-open_leg-kawaguchi_poses.npy,0,135,004281.npy
./pose_data_g1/KIT/379/push_recovery_left02_poses.npy,0,141,004282.npy
./pose_data_g1/BMLmovi/Subject_42_F_MoSh/Subject_42_F_9_poses.npy,21,202,004283.npy
./pose_data_g1/MPI_HDM05/mm/HDM_mm_01-01_01_120_poses.npy,548,748,004284.npy
./pose_data_g1/BMLmovi/Subject_34_F_MoSh/Subject_34_F_7_poses.npy,0,77,004285.npy
./pose_data_g1/KIT/3/golf_putting05_poses.npy,0,51,004286.npy
./pose_data_g1/EKUT/125/SLPD104_poses.npy,0,126,004287.npy
./pose_data_g1/BMLmovi/Subject_31_F_MoSh/Subject_31_F_12_poses.npy,12,207,004288.npy
./pose_data_g1/KIT/675/walk_with_handrail_table_left003_poses.npy,0,154,004289.npy
./pose_data_g1/KIT/183/parkour01_poses.npy,25,225,004290.npy
./pose_data_g1/KIT/441/synchron03_poses.npy,7,207,004291.npy
./pose_data_g1/KIT/9/run02_poses.npy,0,22,004292.npy
./pose_data_g1/KIT/3/walk_with_right_support02_poses.npy,0,176,004293.npy
./pose_data_g1/CMU/09/09_09_poses.npy,0,26,004294.npy
./pose_data_g1/KIT/572/dance_waltz14_poses.npy,193,393,004295.npy
./pose_data_g1/CMU/41/41_11_poses.npy,16,216,004296.npy
./pose_data_g1/ACCAD/MartialArtsWalksTurns_c3d/E17_-_block_middle_high_poses.npy,0,51,004297.npy
./pose_data_g1/CMU/137/137_33_poses.npy,210,410,004298.npy
./pose_data_g1/KIT/1717/displace_from_left_to_right_11_poses.npy,0,98,004299.npy
./pose_data_g1/CMU/144/144_23_poses.npy,255,455,004300.npy
./pose_data_g1/KIT/513/downstairs04_poses.npy,0,84,004301.npy
./pose_data_g1/KIT/378/push_recovery_stand_right08_poses.npy,0,91,004302.npy
./pose_data_g1/CMU/54/54_16_poses.npy,461,661,004303.npy
./pose_data_g1/EKUT/125/WSDB2_poses.npy,0,166,004304.npy
./pose_data_g1/CMU/137/137_32_poses.npy,12,212,004305.npy
./pose_data_g1/BMLmovi/Subject_17_F_MoSh/Subject_17_F_2_poses.npy,0,65,004306.npy
./pose_data_g1/SFU/0017/0017_MonkeyVault001_poses.npy,15,200,004307.npy
./pose_data_g1/MPI_HDM05/dg/HDM_dg_02-02_02_120_poses.npy,27,227,004308.npy
./pose_data_g1/KIT/11/WalkInClockwiseCircle07_poses.npy,0,135,004309.npy
./pose_data_g1/Eyes_Japan_Dataset/kanno/pose-15-look_down-kanno_poses.npy,8,208,004310.npy
./pose_data_g1/CMU/18_19_rory/18_07_poses.npy,0,49,004311.npy
./pose_data_g1/Eyes_Japan_Dataset/kawaguchi/jump-03-vertical-kawaguchi_poses.npy,143,343,004312.npy
./pose_data_g1/humanact12/humanact12/P10G01R04F0002T0061A0301.npy,0,-1,004313.npy
./pose_data_g1/TotalCapture/s1/walking1_poses.npy,2,202,004314.npy
./pose_data_g1/CMU/127/127_23_poses.npy,0,59,004315.npy
./pose_data_g1/BMLmovi/Subject_31_F_MoSh/Subject_31_F_13_poses.npy,0,137,004316.npy
./pose_data_g1/Eyes_Japan_Dataset/shiono/gesture_etc-29-pantomime-shiono_poses.npy,282,420,004317.npy
./pose_data_g1/BMLmovi/Subject_87_F_MoSh/Subject_87_F_5_poses.npy,0,73,004318.npy
./pose_data_g1/CMU/137/137_21_poses.npy,155,319,004319.npy
./pose_data_g1/CMU/91/91_57_poses.npy,0,197,004320.npy
./pose_data_g1/Eyes_Japan_Dataset/ichige/jump-13-matrix-ichige_poses.npy,21,221,004321.npy
./pose_data_g1/KIT/317/turn_left06_poses.npy,0,108,004322.npy
./pose_data_g1/CMU/60/60_04_poses.npy,5,205,004323.npy
./pose_data_g1/MPI_HDM05/bk/HDM_bk_01-04_03_120_poses.npy,566,766,004324.npy
./pose_data_g1/Eyes_Japan_Dataset/hamada/turn-04-cartwheels-hamada_poses.npy,14,214,004325.npy
./pose_data_g1/BMLmovi/Subject_15_F_MoSh/Subject_15_F_13_poses.npy,0,72,004326.npy
./pose_data_g1/KIT/969/Trial_09_poses.npy,85,285,004327.npy
./pose_data_g1/CMU/113/113_02_poses.npy,0,89,004328.npy
./pose_data_g1/BMLmovi/Subject_37_F_MoSh/Subject_37_F_10_poses.npy,0,90,004329.npy
./pose_data_g1/CMU/31/31_03_poses.npy,476,617,004330.npy
./pose_data_g1/CMU/79/79_44_poses.npy,140,285,004331.npy
./pose_data_g1/Eyes_Japan_Dataset/hamada/pose-10-recall_blackmagic-hamada_poses.npy,248,416,004332.npy
./pose_data_g1/KIT/378/push_recovery_front05_poses.npy,0,141,004333.npy
./pose_data_g1/KIT/425/turn_right06_poses.npy,0,110,004334.npy
./pose_data_g1/MPI_HDM05/mm/HDM_mm_01-01_02_120_poses.npy,18,218,004335.npy
./pose_data_g1/MPI_HDM05/dg/HDM_dg_03-03_02_120_poses.npy,207,407,004336.npy
./pose_data_g1/KIT/948/Wipe_Leg_Big_Circle_01_poses.npy,0,163,004337.npy
./pose_data_g1/KIT/8/WalkingStraightForwards06_poses.npy,0,111,004338.npy
./pose_data_g1/CMU/20_21_rory1/20_12_poses.npy,0,41,004339.npy
./pose_data_g1/BMLmovi/Subject_86_F_MoSh/Subject_86_F_10_poses.npy,0,85,004340.npy
./pose_data_g1/CMU/140/140_07_poses.npy,6,206,004341.npy
./pose_data_g1/MPI_HDM05/dg/HDM_dg_03-01_01_120_poses.npy,1053,1253,004342.npy
./pose_data_g1/KIT/1346/Experiment3a_subject1346_back_01_poses.npy,507,707,004343.npy
./pose_data_g1/CMU/136/136_01_poses.npy,0,146,004344.npy
./pose_data_g1/humanact12/humanact12/P02G01R03F1402T1468A0105.npy,0,-1,004345.npy
./pose_data_g1/KIT/969/Trial_87_poses.npy,245,445,004346.npy
./pose_data_g1/ACCAD/Male1Walking_c3d/Male1_Cal_poses.npy,0,60,004347.npy
./pose_data_g1/CMU/60/60_06_poses.npy,11,211,004348.npy
./pose_data_g1/KIT/1721/RecoveryStepping_30_60_04_poses.npy,0,72,004349.npy
./pose_data_g1/KIT/183/turn_right08_poses.npy,0,96,004350.npy
./pose_data_g1/Eyes_Japan_Dataset/aita/walk-08-lookfor-aita_poses.npy,17,217,004351.npy
./pose_data_g1/BMLmovi/Subject_41_F_MoSh/Subject_41_F_11_poses.npy,0,99,004352.npy
./pose_data_g1/ACCAD/Female1Running_c3d/C9_-__run_backwards_turn_run_forward_poses.npy,0,46,004353.npy
./pose_data_g1/Eyes_Japan_Dataset/kanno/gesture_etc-46-vomit_of_blood-kanno_poses.npy,197,397,004354.npy
./pose_data_g1/CMU/77/77_30_poses.npy,197,397,004355.npy
./pose_data_g1/KIT/3/wave_left15_poses.npy,0,173,004356.npy
./pose_data_g1/Eyes_Japan_Dataset/kanno/sitdown_standup-03-chair_back-kanno_poses.npy,13,213,004357.npy
./pose_data_g1/CMU/139/139_09_poses.npy,145,330,004358.npy
./pose_data_g1/CMU/77/77_29_poses.npy,24,224,004359.npy
./pose_data_g1/Eyes_Japan_Dataset/kaiwa/gesture_etc-45-feel_dizzy_-kaiwa_poses.npy,156,356,004360.npy
./pose_data_g1/humanact12/humanact12/P03G01R04F1270T1331A0602.npy,0,-1,004361.npy
./pose_data_g1/KIT/3/912_3_09_poses.npy,154,321,004362.npy
./pose_data_g1/KIT/572/squat02_poses.npy,0,106,004363.npy
./pose_data_g1/DFaust_67/50026/50026_shake_hips_poses.npy,0,80,004364.npy
./pose_data_g1/ACCAD/Male2MartialArtsKicks_c3d/G15-__roundhouse_body_right_poses.npy,0,59,004365.npy
./pose_data_g1/CMU/114/114_11_poses.npy,29,229,004366.npy
./pose_data_g1/KIT/969/Trial_74_poses.npy,14,214,004367.npy
./pose_data_g1/humanact12/humanact12/P05G01R04F1602T1688A0401.npy,0,-1,004368.npy
./pose_data_g1/KIT/1226/Trial_37_poses.npy,0,120,004369.npy
./pose_data_g1/BMLmovi/Subject_25_F_MoSh/Subject_25_F_1_poses.npy,0,135,004370.npy
./pose_data_g1/Eyes_Japan_Dataset/aita/accident-08-damage_rightfoot-aita_poses.npy,4,204,004371.npy
./pose_data_g1/MPI_mosh/50025/hips_poses.npy,6,206,004372.npy
./pose_data_g1/KIT/572/wipe_circular_left03_poses.npy,0,100,004373.npy
./pose_data_g1/KIT/9/bend_left07_poses.npy,0,108,004374.npy
./pose_data_g1/CMU/108/108_20_poses.npy,0,47,004375.npy
./pose_data_g1/BMLmovi/Subject_27_F_MoSh/Subject_27_F_2_poses.npy,0,67,004376.npy
./pose_data_g1/KIT/3/crawl08_poses.npy,0,161,004377.npy
./pose_data_g1/MPI_HDM05/dg/HDM_dg_03-04_02_120_poses.npy,348,548,004378.npy
./pose_data_g1/KIT/675/dry_left_arm_04_poses.npy,9,209,004379.npy
./pose_data_g1/KIT/1717/displace_tilt_side_22_poses.npy,0,197,004380.npy
./pose_data_g1/CMU/105/105_58_poses.npy,0,83,004381.npy
./pose_data_g1/BMLmovi/Subject_4_F_MoSh/Subject_4_F_4_poses.npy,0,40,004382.npy
./pose_data_g1/CMU/137/137_41_poses.npy,6,206,004383.npy
./pose_data_g1/SSM_synced/20161014_50033/punch_kick_sync_poses.npy,0,48,004384.npy
./pose_data_g1/KIT/572/wipe_circular_right08_poses.npy,0,119,004385.npy
./pose_data_g1/KIT/3/Preparing_the_dough10_poses.npy,18,218,004386.npy
./pose_data_g1/KIT/3/walking_run04_poses.npy,0,82,004387.npy
./pose_data_g1/KIT/551/cup07_poses.npy,0,95,004388.npy
./pose_data_g1/KIT/359/walking_fast06_poses.npy,0,84,004389.npy
./pose_data_g1/humanact12/humanact12/P06G02R01F1742T1779A0901.npy,0,-1,004390.npy
./pose_data_g1/MPI_HDM05/tr/HDM_tr_03-02_03_120_poses.npy,419,619,004391.npy
./pose_data_g1/KIT/3/downstairs03_poses.npy,0,103,004392.npy
./pose_data_g1/EKUT/265/SS1D107_poses.npy,0,132,004393.npy
./pose_data_g1/CMU/111/111_41_poses.npy,438,617,004394.npy
./pose_data_g1/KIT/572/wave_left05_poses.npy,0,125,004395.npy
./pose_data_g1/MPI_Limits/03100/lar4_poses.npy,116,316,004396.npy
./pose_data_g1/KIT/425/bend_left03_poses.npy,0,90,004397.npy
./pose_data_g1/BMLmovi/Subject_67_F_MoSh/Subject_67_F_18_poses.npy,1,201,004398.npy
./pose_data_g1/humanact12/humanact12/P09G03R04F1255T1306A1201.npy,0,-1,004399.npy
./pose_data_g1/CMU/15/15_03_poses.npy,670,870,004400.npy
./pose_data_g1/KIT/1229/take_of_t-shirt_left_arm_03_poses.npy,0,71,004401.npy
./pose_data_g1/KIT/883/wipe_head_horizontal02_poses.npy,17,217,004402.npy
./pose_data_g1/DFaust_67/50025/50025_shake_shoulders_poses.npy,0,79,004403.npy
./pose_data_g1/Eyes_Japan_Dataset/aita/accident-04-damage_right_leg-aita_poses.npy,3,203,004404.npy
./pose_data_g1/Eyes_Japan_Dataset/kaiwa/gesture_etc-46-vomit_of_blood-kaiwa_poses.npy,12,212,004405.npy
./pose_data_g1/EKUT/125/SLPD203_poses.npy,0,148,004406.npy
./pose_data_g1/Eyes_Japan_Dataset/aita/pose-03-open_leg-aita_poses.npy,137,337,004407.npy
./pose_data_g1/BMLmovi/Subject_59_F_MoSh/Subject_59_F_15_poses.npy,0,89,004408.npy
./pose_data_g1/DFaust_67/50025/50025_shake_hips_poses.npy,0,66,004409.npy
./pose_data_g1/CMU/80/80_05_poses.npy,81,281,004410.npy
./pose_data_g1/CMU/123/123_01_poses.npy,0,120,004411.npy
./pose_data_g1/BMLmovi/Subject_31_F_MoSh/Subject_31_F_18_poses.npy,0,87,004412.npy
./pose_data_g1/KIT/424/downstairs07_poses.npy,0,108,004413.npy
./pose_data_g1/Eyes_Japan_Dataset/kudo/gesture_etc-30-fxxk-kudo_poses.npy,29,229,004414.npy
./pose_data_g1/KIT/421/push_recovery_left03_poses.npy,0,121,004415.npy
./pose_data_g1/CMU/91/91_35_poses.npy,2,202,004416.npy
./pose_data_g1/BMLhandball/S07_Expert/Trial_upper_right_left_148_poses.npy,102,281,004417.npy
./pose_data_g1/BMLmovi/Subject_42_F_MoSh/Subject_42_F_12_poses.npy,0,55,004418.npy
./pose_data_g1/KIT/348/turn_right08_poses.npy,0,112,004419.npy
./pose_data_g1/KIT/424/seesaw08_poses.npy,0,127,004420.npy
./pose_data_g1/KIT/425/push_from_the_right_side_13_poses.npy,0,96,004421.npy
./pose_data_g1/CMU/127/127_38_poses.npy,0,32,004422.npy
./pose_data_g1/MPI_HDM05/dg/HDM_dg_01-02_02_120_poses.npy,4,204,004423.npy
./pose_data_g1/KIT/965/Experiment3a_07_poses.npy,10,210,004424.npy
./pose_data_g1/MPI_HDM05/bk/HDM_bk_03-02_03_120_poses.npy,22,222,004425.npy
./pose_data_g1/ACCAD/Male2General_c3d/A8-_Crouch_to_Lie_poses.npy,0,115,004426.npy
./pose_data_g1/KIT/314/turn_left04_poses.npy,0,87,004427.npy
./pose_data_g1/CMU/36/36_02_poses.npy,27,227,004428.npy
./pose_data_g1/MPI_HDM05/bk/HDM_bk_01-01_01_120_poses.npy,507,707,004429.npy
./pose_data_g1/BMLmovi/Subject_35_F_MoSh/Subject_35_F_6_poses.npy,0,102,004430.npy
./pose_data_g1/KIT/674/shower_left_arm07_poses.npy,0,196,004431.npy
./pose_data_g1/BMLmovi/Subject_28_F_MoSh/Subject_28_F_14_poses.npy,14,201,004432.npy
./pose_data_g1/BioMotionLab_NTroje/rub027/0007_normal_walk3_poses.npy,0,93,004433.npy
